"Missing Age","State"
"20 Years","KY"
"23 Years","SC"
"2 Years","WV"
"25 Years","NC"
"28 Years","VA"
"44 Years","KY"
"1 Year","GA"
"12 Years","PA"
"20 Years","AL"
"44 Years","GA"
"41 Years","TN"
"64 Years","PA"
"19 Years","NY"
"29 Years","NC"
"28 Years","WV"
"19 Years","PA"
"47 Years","NY"
"4 Years","OH"
"66 Years","OH"
"36 Years","AL"
"30 Years","OH"
"20 Years","SC"
"24 Years","SC"
"41 Years","NY"
"36 Years","MD"
"30 Years","GA"
"34 Years","VA"
"14 Years","NC"
"65 Years","VA"
"42 Years","NY"
"46 Years","OH"
"42 Years","PA"
"25 Years","NY"
"33 Years","TN"
"22 Years","OH"
"32 Years","OH"
"44 Years","NY"
"43 Years","NY"
"71 Years","SC"
"33 Years","NC"
"43 Years","NC"
"40 Years","OH"
"42 Years","TN"
"16 Years","NY"
"22 Years","MD"
"38 Years","NY"
"26 Years","AL"
"43 Years","NC"
"34 Years","NY"
"14 Years","NY"
"33 Years","NY"
"27 Years","AL"
"21 Years","WV"
"23 Years","NY"
"58 Years","KY"
"35 Years","SC"
"22 Years","AL"
"23 Years","AL"
"57 Years","PA"
"33 Years","VA"
"38 Years","NY"
"23 Years","MS"
"21 Years","NY"
"69 Years","MS"
"71 Years","NC"
"16 Years","NY"
"39 Years","SC"
"10 Years","MD"
"24 Years","TN"
"31 Years","NY"
"44 Years","NY"
"73 Years","TN"
"58 Years","NC"
"18 Years","GA"
"56 Years","PA"
"45 Years","OH"
"66 Years","VA"
"19 Years","MS"
"26 Years","PA"
"36 Years","MD"
"32 Years","SC"
"23 Years","KY"
"39 Years","GA"
"47 Years","AL"
"77 Years","MS"
"33 Years","TN"
"34 Years","VA"
"13 Years","GA"
"60 Years","KY"
"20 Years","NY"
"34 Years","PA"
"17 Years","NC"
"43 Years","OH"
"59 Years","PA"
"46 Years","NY"
"40 Years","AL"
"45 Years","AL"
"32 Years","GA"
"86 Years","NY"
"58 Years","AL"
"67 Years","NY"
"21 Years","OH"
"32 Years","MD"
"63 Years","PA"
"56 Years","GA"
"34 Years","VA"
"34 Years","PA"
"35 Years","PA"
"56 Years","NC"
"52 Years","MD"
"17 Years","NY"
"28 Years","SC"
"63 Years","NY"
"21 Years","PA"
"14 Years","KY"
"2 Years","OH"
"57 Years","TN"
"45 Years","VA"
"24 Years","NC"
"29 Years","PA"
"56 Years","NY"
"77 Years","TN"
"45 Years","TN"
"47 Years","OH"
"27 Years","GA"
"28 Years","KY"
"51 Years","AL"
"36 Years","MD"
"50 Years","NC"
"61 Years","VA"
"38 Years","TN"
"< 1 Year","KY"
"34 Years","TN"
"38 Years","GA"
"21 Years","NY"
"20 Years","NY"
"20 Years","TN"
"68 Years","NC"
"< 1 Year","NY"
"44 Years","AL"
"61 Years","NY"
"20 Years","GA"
"43 Years","SC"
"3 Years","TN"
"21 Years","NC"
"55 Years","TN"
"62 Years","NY"
"56 Years","GA"
"20 Years","GA"
"65 Years","KY"
"3 Years","PA"
"< 1 Year","NY"
"29 Years","TN"
"49 Years","VA"
"83 Years","NC"
"37 Years","PA"
"47 Years","MD"
"21 Years","TN"
"73 Years","PA"
"16 Years","NY"
"45 Years","SC"
"32 Years","TN"
"21 Years","KY"
"27 Years","NC"
"43 Years","TN"
"37 Years","GA"
"41 Years","OH"
"51 Years","NY"
"17 Years","NY"
"64 Years","MD"
"69 Years","PA"
"25 Years","AL"
"39 Years","OH"
"51 Years","VA"
"54 Years","KY"
"16 Years","GA"
"32 Years","NC"
"44 Years","NY"
"37 Years","PA"
"< 1 Year","VA"
"45 Years","TN"
"21 Years","MS"
"39 Years","PA"
"43 Years","NC"
"77 Years","TN"
"22 Years","GA"
"55 Years","NC"
"37 Years","PA"
"16 Years","NC"
"46 Years","PA"
"20 Years","NY"
"38 Years","MS"
"42 Years","SC"
"16 Years","TN"
"18 Years","NY"
"47 Years","PA"
"24 Years","NC"
"22 Years","NY"
"18 Years","NC"
"37 Years","NY"
"2 Years","TN"
"21 Years","TN"
"54 Years","TN"
"50 Years","KY"
"48 Years","MD"
"17 Years","NY"
"28 Years","GA"
"39 Years","OH"
"47 Years","KY"
"51 Years","AL"
"65 Years","GA"
"27 Years","OH"
"26 Years","OH"
"27 Years","GA"
"38 Years","TN"
"22 Years","PA"
"48 Years","GA"
"80 Years","MS"
"39 Years","NY"
"39 Years","NY"
"23 Years","KY"
"25 Years","NY"
"49 Years","TN"
"30 Years","PA"
"19 Years","VA"
"32 Years","TN"
"22 Years","NC"
"16 Years","GA"
"34 Years","KY"
"32 Years","TN"
"37 Years","PA"
"19 Years","AL"
"50 Years","NC"
"44 Years","SC"
"59 Years","OH"
"45 Years","SC"
"40 Years","NC"
"28 Years","VA"
"60 Years","NY"
"44 Years","NY"
"56 Years","KY"
"28 Years","GA"
"20 Years","VA"
"27 Years","NY"
"19 Years","TN"
"44 Years","PA"
"14 Years","GA"
"45 Years","NY"
"21 Years","MD"
"21 Years","NY"
"32 Years","OH"
"42 Years","NY"
"18 Years","MD"
"15 Years","GA"
"19 Years","PA"
"31 Years","VA"
"34 Years","SC"
"42 Years","NC"
"18 Years","NY"
"55 Years","VA"
"32 Years","GA"
"32 Years","KY"
"24 Years","SC"
"32 Years","OH"
"44 Years","MS"
"23 Years","TN"
"24 Years","VA"
"38 Years","OH"
"36 Years","NC"
"37 Years","PA"
"61 Years","NC"
"25 Years","PA"
"59 Years","PA"
"32 Years","SC"
"51 Years","GA"
"32 Years","MD"
"26 Years","SC"
"30 Years","NY"
"43 Years","VA"
"46 Years","GA"
"21 Years","OH"
"20 Years","AL"
"48 Years","OH"
"18 Years","WV"
"37 Years","TN"
"75 Years","MD"
"35 Years","OH"
"48 Years","NY"
"25 Years","NY"
"39 Years","TN"
"50 Years","PA"
"36 Years","MD"
"29 Years","PA"
"37 Years","GA"
"54 Years","GA"
"51 Years","KY"
"35 Years","OH"
"13 Years","TN"
"34 Years","SC"
"23 Years","NY"
"43 Years","OH"
"37 Years","NC"
"31 Years","MD"
"25 Years","NY"
"24 Years","NY"
"45 Years","PA"
"43 Years","AL"
"31 Years","AL"
"66 Years","NY"
"27 Years","NC"
"59 Years","VA"
"61 Years","VA"
"58 Years","PA"
"63 Years","SC"
"24 Years","TN"
"42 Years","TN"
"44 Years","NY"
"30 Years","NY"
"75 Years","OH"
"43 Years","NC"
"19 Years","VA"
"25 Years","TN"
"12 Years","GA"
"20 Years","NC"
"81 Years","PA"
"22 Years","OH"
"20 Years","OH"
"40 Years","TN"
"38 Years","KY"
"31 Years","GA"
"61 Years","VA"
"68 Years","WV"
"56 Years","TN"
"19 Years","WV"
"26 Years","MS"
"32 Years","KY"
"33 Years","NY"
"46 Years","NC"
"3 Years","GA"
"25 Years","GA"
"35 Years","KY"
"43 Years","OH"
"32 Years","MD"
"45 Years","WV"
"4 Years","SC"
"20 Years","SC"
"33 Years","VA"
"41 Years","NC"
"66 Years","GA"
"20 Years","VA"
"31 Years","NY"
"23 Years","MD"
"49 Years","AL"
"54 Years","TN"
"36 Years","TN"
"42 Years","VA"
"44 Years","NC"
"38 Years","GA"
"42 Years","SC"
"22 Years","OH"
"44 Years","WV"
"30 Years","MD"
"15 Years","SC"
"34 Years","VA"
"24 Years","MD"
"52 Years","NY"
"89 Years","GA"
"44 Years","NC"
"45 Years","GA"
"26 Years","NC"
"47 Years","KY"
"46 Years","TN"
"20 Years","PA"
"24 Years","MS"
"17 Years","OH"
"37 Years","SC"
"40 Years","NY"
"27 Years","MS"
"39 Years","NY"
"33 Years","GA"
"22 Years","PA"
"40 Years","VA"
"51 Years","NC"
"24 Years","KY"
"24 Years","TN"
"48 Years","TN"
"24 Years","KY"
"48 Years","TN"
"23 Years","OH"
"24 Years","GA"
"86 Years","SC"
"27 Years","NY"
"42 Years","NY"
"41 Years","NC"
"19 Years","MD"
"16 Years","PA"
"54 Years","OH"
"19 Years","MD"
"43 Years","NC"
"43 Years","GA"
"26 Years","AL"
"22 Years","AL"
"30 Years","TN"
"24 Years","OH"
"45 Years","NY"
"19 Years","NY"
"18 Years","NY"
"20 Years","GA"
"42 Years","OH"
"38 Years","SC"
"40 Years","NY"
"54 Years","TN"
"60 Years","NC"
"30 Years","NC"
"20 Years","KY"
"33 Years","MD"
"20 Years","KY"
"37 Years","TN"
"19 Years","AL"
"16 Years","OH"
"52 Years","PA"
"28 Years","NY"
"28 Years","NY"
"38 Years","GA"
"29 Years","AL"
"44 Years","AL"
"43 Years","SC"
"25 Years","AL"
"22 Years","VA"
"35 Years","NY"
"38 Years","NC"
"44 Years","AL"
"39 Years","AL"
"22 Years","GA"
"25 Years","MS"
"85 Years","AL"
"19 Years","VA"
"31 Years","PA"
"21 Years","PA"
"42 Years","VA"
"85 Years","TN"
"70 Years","KY"
"< 1 Year","NC"
"24 Years","MD"
"75 Years","SC"
"33 Years","NC"
"33 Years","OH"
"44 Years","NC"
"35 Years","NY"
"44 Years","NY"
"53 Years","NY"
"30 Years","PA"
"4 Years","MD"
"< 1 Year","MD"
"35 Years","PA"
"34 Years","TN"
"30 Years","MS"
"20 Years","MD"
"47 Years","NY"
"53 Years","NY"
"30 Years","NC"
"38 Years","NY"
"28 Years","NY"
"26 Years","NY"
"42 Years","NC"
"29 Years","OH"
"37 Years","GA"
"74 Years","AL"
"32 Years","NC"
"25 Years","SC"
"21 Years","TN"
"36 Years","TN"
"24 Years","OH"
"38 Years","VA"
"14 Years","MD"
"26 Years","KY"
"33 Years","NY"
"39 Years","OH"
"37 Years","MD"
"16 Years","NC"
"39 Years","PA"
"80 Years","NY"
"46 Years","TN"
"39 Years","NY"
"22 Years","NC"
"30 Years","OH"
"77 Years","PA"
"49 Years","SC"
"29 Years","TN"
"17 Years","OH"
"20 Years","NY"
"41 Years","SC"
"11 Years","TN"
"39 Years","AL"
"43 Years","NY"
"75 Years","NY"
"42 Years","NY"
"19 Years","TN"
"2 Years","NY"
"37 Years","NY"
"31 Years","NY"
"39 Years","MD"
"56 Years","NY"
"18 Years","TN"
"53 Years","AL"
"70 Years","NY"
"42 Years","MD"
"44 Years","NY"
"12 Years","PA"
"65 Years","NY"
"76 Years","PA"
"23 Years","TN"
"24 Years","MS"
"23 Years","PA"
"20 Years","AL"
"49 Years","TN"
"47 Years","KY"
"23 Years","VA"
"27 Years","AL"
"53 Years","TN"
"2 Years","NY"
"37 Years","NC"
"27 Years","VA"
"46 Years","NY"
"53 Years","NC"
"4 Years","NC"
"49 Years","KY"
"29 Years","AL"
"41 Years","NC"
"32 Years","KY"
"56 Years","GA"
"37 Years","OH"
"7 Years","VA"
"41 Years","VA"
"29 Years","OH"
"23 Years","TN"
"31 Years","NC"
"37 Years","NY"
"23 Years","KY"
"16 Years","GA"
"28 Years","MS"
"28 Years","MS"
"58 Years","NY"
"20 Years","SC"
"40 Years","TN"
"58 Years","TN"
"21 Years","PA"
"75 Years","NY"
"85 Years","TN"
"78 Years","OH"
"35 Years","PA"
"16 Years","NC"
"59 Years","AL"
"21 Years","NY"
"46 Years","PA"
"45 Years","MD"
"13 Years","TN"
"28 Years","NY"
"43 Years","VA"
"9 Years","MS"
"13 Years","MS"
"12 Years","MS"
"24 Years","KY"
"23 Years","NY"
"53 Years","VA"
"22 Years","NY"
"55 Years","AL"
"21 Years","AL"
"40 Years","PA"
"37 Years","OH"
"38 Years","WV"
"95 Years","SC"
"41 Years","VA"
"50 Years","NY"
"41 Years","VA"
"28 Years","NC"
"46 Years","NC"
"59 Years","SC"
"55 Years","KY"
"9 Years","NC"
"30 Years","TN"
"33 Years","NC"
"46 Years","OH"
"25 Years","NY"
"37 Years","OH"
"86 Years","MD"
"18 Years","NC"
"43 Years","KY"
"56 Years","MD"
"55 Years","KY"
"49 Years","OH"
"29 Years","AL"
"40 Years","SC"
"47 Years","NC"
"15 Years","TN"
"23 Years","TN"
"48 Years","PA"
"45 Years","WV"
"92 Years","NY"
"33 Years","PA"
"69 Years","WV"
"18 Years","OH"
"27 Years","VA"
"52 Years","GA"
"34 Years","NY"
"23 Years","TN"
"33 Years","OH"
"42 Years","SC"
"39 Years","SC"
"24 Years","NY"
"24 Years","SC"
"73 Years","NC"
"80 Years","NY"
"26 Years","TN"
"30 Years","NC"
"22 Years","SC"
"16 Years","TN"
"58 Years","OH"
"61 Years","NY"
"54 Years","WV"
"42 Years","TN"
"46 Years","NY"
"34 Years","PA"
"21 Years","TN"
"38 Years","TN"
"39 Years","NC"
"80 Years","MD"
"23 Years","MD"
"21 Years","SC"
"35 Years","AL"
"13 Years","NY"
"47 Years","TN"
"37 Years","NY"
"36 Years","SC"
"11 Years","GA"
"33 Years","TN"
"46 Years","AL"
"1 Year","PA"
"22 Years","SC"
"18 Years","MD"
"25 Years","GA"
"28 Years","PA"
"27 Years","TN"
"41 Years","NC"
"33 Years","TN"
"24 Years","GA"
"55 Years","SC"
"85 Years","GA"
"33 Years","MD"
"38 Years","AL"
"20 Years","SC"
"15 Years","OH"
"20 Years","PA"
"44 Years","KY"
"35 Years","GA"
"33 Years","OH"
"23 Years","MS"
"18 Years","AL"
"28 Years","MD"
"22 Years","NY"
"28 Years","AL"
"45 Years","VA"
"22 Years","PA"
"17 Years","PA"
"32 Years","NC"
"39 Years","KY"
"54 Years","NY"
"41 Years","OH"
"49 Years","NC"
"20 Years","MS"
"70 Years","NY"
"59 Years","NY"
"14 Years","NY"
"43 Years","TN"
"52 Years","NY"
"54 Years","SC"
"36 Years","NY"
"29 Years","TN"
"43 Years","TN"
"22 Years","SC"
"18 Years","SC"
"34 Years","NY"
"21 Years","AL"
"9 Years","OH"
"34 Years","GA"
"26 Years","MS"
"32 Years","NC"
"45 Years","PA"
"27 Years","NY"
"42 Years","MS"
"23 Years","WV"
"25 Years","MS"
"48 Years","SC"
"85 Years","KY"
"25 Years","SC"
"53 Years","GA"
"40 Years","PA"
"19 Years","OH"
"54 Years","TN"
"29 Years","SC"
"13 Years","AL"
"20 Years","OH"
"51 Years","NY"
"55 Years","NY"
"22 Years","NC"
"22 Years","AL"
"24 Years","NC"
"52 Years","AL"
"31 Years","AL"
"68 Years","NY"
"52 Years","AL"
"65 Years","MD"
"26 Years","NY"
"41 Years","PA"
"16 Years","AL"
"26 Years","NY"
"77 Years","AL"
"28 Years","NY"
"63 Years","TN"
"12 Years","VA"
"33 Years","GA"
"19 Years","GA"
"35 Years","NY"
"41 Years","NY"
"52 Years","NC"
"8 Years","GA"
"28 Years","MS"
"20 Years","NY"
"42 Years","OH"
"20 Years","SC"
"34 Years","NY"
"24 Years","NY"
"46 Years","GA"
"73 Years","VA"
"24 Years","AL"
"44 Years","SC"
"44 Years","NY"
"< 1 Year","VA"
"39 Years","NC"
"18 Years","NY"
"82 Years","NY"
"11 Years","VA"
"39 Years","TN"
"22 Years","VA"
"46 Years","NY"
"33 Years","SC"
"23 Years","TN"
"30 Years","OH"
"25 Years","AL"
"69 Years","NY"
"35 Years","VA"
"20 Years","NY"
"38 Years","OH"
"26 Years","NY"
"50 Years","SC"
"13 Years","TN"
"30 Years","AL"
"26 Years","GA"
"17 Years","VA"
"20 Years","SC"
"30 Years","KY"
"55 Years","TN"
"40 Years","NY"
"23 Years","VA"
"20 Years","TN"
"68 Years","PA"
"44 Years","NY"
"27 Years","AL"
"19 Years","NY"
"57 Years","OH"
"67 Years","PA"
"40 Years","OH"
"37 Years","AL"
"25 Years","AL"
"49 Years","GA"
"57 Years","OH"
"55 Years","VA"
"68 Years","OH"
"51 Years","KY"
"50 Years","MS"
"38 Years","SC"
"49 Years","PA"
"37 Years","TN"
"23 Years","NC"
"31 Years","NC"
"35 Years","NC"
"35 Years","PA"
"29 Years","AL"
"30 Years","PA"
"45 Years","VA"
"36 Years","NY"
"54 Years","NY"
"24 Years","WV"
"33 Years","NY"
"14 Years","KY"
"48 Years","MD"
"17 Years","KY"
"36 Years","NC"
"33 Years","AL"
"38 Years","NY"
"28 Years","GA"
"43 Years","NY"
"18 Years","OH"
"29 Years","SC"
"29 Years","NY"
"74 Years","NY"
"26 Years","NY"
"18 Years","KY"
"31 Years","VA"
"17 Years","AL"
"34 Years","TN"
"35 Years","SC"
"22 Years","OH"
"26 Years","OH"
"26 Years","GA"
"35 Years","PA"
"27 Years","TN"
"26 Years","NY"
"58 Years","NY"
"29 Years","AL"
"51 Years","TN"
"34 Years","PA"
"36 Years","NC"
"68 Years","GA"
"< 1 Year","PA"
"35 Years","PA"
"55 Years","NC"
"34 Years","GA"
"37 Years","VA"
"29 Years","KY"
"20 Years","GA"
"14 Years","SC"
"38 Years","OH"
"16 Years","KY"
"3 Years","OH"
"28 Years","SC"
"50 Years","VA"
"46 Years","TN"
"17 Years","NY"
"34 Years","KY"
"62 Years","NY"
"46 Years","VA"
"24 Years","PA"
"14 Years","VA"
"30 Years","VA"
"45 Years","TN"
"22 Years","NC"
"35 Years","WV"
"22 Years","OH"
"44 Years","AL"
"26 Years","GA"
"20 Years","WV"
"39 Years","PA"
"47 Years","MD"
"39 Years","OH"
"39 Years","NC"
"46 Years","GA"
"38 Years","VA"
"43 Years","VA"
"27 Years","TN"
"22 Years","NY"
"52 Years","TN"
"48 Years","NY"
"25 Years","OH"
"48 Years","AL"
"72 Years","NY"
"36 Years","OH"
"47 Years","KY"
"37 Years","PA"
"45 Years","OH"
"35 Years","NC"
"42 Years","TN"
"16 Years","NY"
"39 Years","SC"
"27 Years","MD"
"21 Years","TN"
"4 Years","TN"
"31 Years","MD"
"25 Years","OH"
"24 Years","OH"
"45 Years","GA"
"44 Years","NC"
"59 Years","NY"
"22 Years","OH"
"14 Years","TN"
"33 Years","TN"
"23 Years","NY"
"39 Years","PA"
"41 Years","PA"
"53 Years","GA"
"25 Years","SC"
"53 Years","KY"
"30 Years","OH"
"29 Years","OH"
"34 Years","VA"
"38 Years","NC"
"55 Years","NY"
"23 Years","VA"
"33 Years","PA"
"29 Years","MS"
"2 Years","NY"
"17 Years","GA"
"44 Years","NC"
"44 Years","MD"
"74 Years","TN"
"41 Years","NY"
"29 Years","NY"
"3 Years","MD"
"20 Years","MD"
"40 Years","NY"
"31 Years","VA"
"76 Years","PA"
"61 Years","KY"
"81 Years","GA"
"31 Years","AL"
"52 Years","PA"
"34 Years","OH"
"48 Years","PA"
"80 Years","NC"
"22 Years","GA"
"31 Years","MD"
"39 Years","NC"
"48 Years","NY"
"50 Years","NC"
"22 Years","NC"
"24 Years","MD"
"21 Years","NC"
"16 Years","GA"
"39 Years","KY"
"57 Years","TN"
"47 Years","PA"
"20 Years","SC"
"31 Years","GA"
"27 Years","OH"
"26 Years","TN"
"52 Years","AL"
"36 Years","OH"
"32 Years","OH"
"27 Years","VA"
"31 Years","OH"
"57 Years","NY"
"62 Years","MS"
"46 Years","NY"
"54 Years","NY"
"66 Years","NC"
"78 Years","NC"
"49 Years","VA"
"44 Years","NC"
"29 Years","NC"
"84 Years","NC"
"43 Years","TN"
"2 Years","PA"
"23 Years","NY"
"46 Years","VA"
"33 Years","NY"
"23 Years","KY"
"25 Years","NY"
"39 Years","TN"
"35 Years","OH"
"40 Years","PA"
"2 Years","TN"
"24 Years","OH"
"37 Years","NC"
"29 Years","NC"
"22 Years","OH"
"21 Years","MS"
"28 Years","NC"
"31 Years","OH"
"36 Years","PA"
"68 Years","KY"
"17 Years","OH"
"20 Years","VA"
"79 Years","SC"
"23 Years","AL"
"20 Years","VA"
"22 Years","VA"
"41 Years","VA"
"24 Years","MS"
"90 Years","PA"
"19 Years","MD"
"41 Years","NC"
"19 Years","NC"
"18 Years","MD"
"17 Years","NY"
"30 Years","MS"
"14 Years","NY"
"23 Years","OH"
"40 Years","NC"
"74 Years","PA"
"31 Years","NY"
"32 Years","VA"
"18 Years","SC"
"21 Years","MS"
"29 Years","NC"
"21 Years","NY"
"27 Years","NY"
"26 Years","NY"
"37 Years","VA"
"35 Years","KY"
"37 Years","SC"
"39 Years","SC"
"32 Years","NC"
"27 Years","KY"
"46 Years","NC"
"42 Years","PA"
"37 Years","NY"
"46 Years","AL"
"27 Years","NY"
"40 Years","GA"
"54 Years","AL"
"22 Years","KY"
"19 Years","NY"
"36 Years","SC"
"29 Years","NY"
"58 Years","SC"
"37 Years","OH"
"39 Years","OH"
"65 Years","NC"
"21 Years","NY"
"26 Years","OH"
"41 Years","NY"
"26 Years","NC"
"42 Years","VA"
"62 Years","WV"
"68 Years","NC"
"19 Years","GA"
"79 Years","OH"
"40 Years","MS"
"41 Years","VA"
"27 Years","NY"
"25 Years","NY"
"57 Years","TN"
"40 Years","OH"
"30 Years","SC"
"50 Years","AL"
"18 Years","OH"
"25 Years","NY"
"22 Years","NY"
"29 Years","KY"
"40 Years","MS"
"40 Years","NY"
"21 Years","NY"
"37 Years","NY"
"80 Years","VA"
"20 Years","TN"
"25 Years","OH"
"32 Years","TN"
"26 Years","AL"
"20 Years","AL"
"18 Years","MS"
"80 Years","AL"
"16 Years","NY"
"80 Years","PA"
"44 Years","TN"
"37 Years","VA"
"21 Years","KY"
"3 Years","OH"
"38 Years","NY"
"25 Years","VA"
"10 Years","MS"
"63 Years","NY"
"24 Years","NY"
"5 Years","WV"
"54 Years","MD"
"70 Years","OH"
"38 Years","NC"
"23 Years","PA"
"21 Years","MD"
"18 Years","NY"
"44 Years","OH"
"36 Years","NC"
"19 Years","GA"
"44 Years","PA"
"28 Years","PA"
"21 Years","PA"
"28 Years","OH"
"38 Years","TN"
"54 Years","NY"
"51 Years","VA"
"64 Years","KY"
"50 Years","PA"
"43 Years","OH"
"35 Years","MS"
"30 Years","WV"
"34 Years","VA"
"20 Years","VA"
"21 Years","KY"
"43 Years","NY"
"25 Years","KY"
"25 Years","NY"
"46 Years","OH"
"22 Years","NC"
"28 Years","TN"
"45 Years","TN"
"42 Years","NY"
"41 Years","OH"
"5 Years","AL"
"2 Years","NY"
"34 Years","VA"
"29 Years","NY"
"35 Years","VA"
"28 Years","KY"
"36 Years","KY"
"44 Years","NY"
"39 Years","NC"
"36 Years","GA"
"23 Years","WV"
"27 Years","MS"
"31 Years","PA"
"71 Years","NY"
"25 Years","KY"
"35 Years","KY"
"17 Years","MS"
"< 1 Year","MD"
"28 Years","NY"
"15 Years","VA"
"41 Years","SC"
"83 Years","NY"
"21 Years","NY"
"80 Years","PA"
"18 Years","PA"
"12 Years","NY"
"29 Years","NY"
"50 Years","PA"
"48 Years","NY"
"17 Years","NY"
"61 Years","MS"
"< 1 Year","GA"
"89 Years","NC"
"10 Years","SC"
"27 Years","PA"
"46 Years","PA"
"32 Years","NC"
"17 Years","VA"
"23 Years","NY"
"22 Years","MS"
"37 Years","TN"
"24 Years","MD"
"10 Years","MD"
"25 Years","NC"
"45 Years","OH"
"36 Years","MS"
"29 Years","SC"
"25 Years","MD"
"38 Years","NY"
"19 Years","GA"
"59 Years","NY"
"41 Years","MD"
"20 Years","OH"
"< 1 Year","GA"
"38 Years","KY"
"19 Years","NY"
"21 Years","NC"
"40 Years","VA"
"28 Years","VA"
"87 Years","PA"
"33 Years","NC"
"40 Years","GA"
"24 Years","WV"
"22 Years","NY"
"18 Years","MD"
"15 Years","PA"
