"Missing Age","State"
"33 Years","PA"
"23 Years","NY"
"25 Years","VA"
"58 Years","WV"
"25 Years","VA"
"37 Years","AL"
"46 Years","GA"
"38 Years","NY"
"36 Years","AL"
"43 Years","NY"
"53 Years","PA"
"23 Years","KY"
"50 Years","NY"
"46 Years","NY"
"22 Years","NY"
"22 Years","PA"
"35 Years","NY"
"23 Years","KY"
"30 Years","VA"
"26 Years","AL"
"49 Years","NY"
"65 Years","NY"
"37 Years","KY"
"23 Years","SC"
"33 Years","TN"
"22 Years","NY"
"18 Years","OH"
"37 Years","PA"
"27 Years","GA"
"13 Years","MS"
"17 Years","MD"
"30 Years","TN"
"30 Years","NY"
"20 Years","NC"
"36 Years","GA"
"22 Years","WV"
"32 Years","SC"
"41 Years","NY"
"18 Years","NY"
"3 Years","SC"
"34 Years","NY"
"39 Years","KY"
"26 Years","AL"
"25 Years","OH"
"17 Years","NY"
"69 Years","WV"
"32 Years","OH"
"28 Years","TN"
"23 Years","SC"
"58 Years","TN"
"41 Years","PA"
"57 Years","GA"
"1 Year","NY"
"26 Years","OH"
"75 Years","GA"
"2 Years","MS"
"3 Years","MS"
"76 Years","NY"
"49 Years","TN"
"41 Years","NY"
"63 Years","NY"
"21 Years","GA"
"31 Years","KY"
"34 Years","OH"
"52 Years","KY"
"27 Years","NC"
"25 Years","NC"
"52 Years","NY"
"32 Years","NC"
"18 Years","NC"
"24 Years","MS"
"30 Years","MS"
"38 Years","PA"
"33 Years","GA"
"19 Years","AL"
"40 Years","KY"
"43 Years","PA"
"45 Years","NY"
"39 Years","OH"
"35 Years","TN"
"30 Years","OH"
"12 Years","MD"
"32 Years","TN"
"31 Years","WV"
"26 Years","OH"
"23 Years","KY"
"26 Years","MD"
"8 Years","PA"
"20 Years","TN"
"25 Years","NY"
"29 Years","NY"
"30 Years","NY"
"12 Years","NY"
"38 Years","KY"
"36 - 37 Years","MS"
"19 Years","NC"
"28 Years","NY"
"30 Years","GA"
"2 Years","NY"
"37 Years","SC"
"25 Years","AL"
"46 Years","KY"
"14 Years","NY"
"36 Years","OH"
"26 Years","NC"
"15 Years","NY"
"22 Years","SC"
"33 Years","GA"
"16 Years","NY"
"19 Years","GA"
"33 Years","KY"
"14 Years","OH"
"17 Years","OH"
"< 1 Year","OH"
"4 Years","PA"
"28 Years","NY"
"40 Years","PA"
"29 Years","SC"
"34 Years","NY"
"39 Years","NC"
"29 Years","NY"
"15 Years","NY"
"7 Years","NC"
"27 Years","TN"
"53 Years","NC"
"30 Years","GA"
"42 Years","TN"
"24 Years","NY"
"21 Years","VA"
"29 Years","PA"
"24 Years","NY"
"24 Years","GA"
"26 Years","TN"
"60 Years","PA"
"37 Years","NY"
"85 Years","AL"
"35 Years","VA"
"20 Years","SC"
"20 Years","AL"
"44 Years","VA"
"35 Years","NY"
"39 Years","MD"
"44 Years","NC"
"28 Years","PA"
"12 Years","NY"
"28 Years","NY"
"59 Years","NY"
"30 Years","NY"
"39 Years","GA"
"40 Years","WV"
"35 Years","TN"
"68 Years","NY"
"78 Years","MS"
"28 Years","PA"
"14 Years","NY"
"26 Years","PA"
"15 Years","VA"
"54 Years","SC"
"32 Years","KY"
"31 Years","NY"
"42 Years","NY"
"15 Years","NC"
"30 Years","NC"
"40 Years","NY"
"24 Years","MD"
"41 Years","OH"
"39 Years","NY"
"38 Years","NY"
"15 Years","NY"
"79 Years","NC"
"45 Years","SC"
"31 Years","NY"
"45 Years","PA"
"14 Years","NY"
"23 Years","AL"
"37 Years","VA"
"23 Years","AL"
"54 Years","WV"
"71 Years","KY"
"38 Years","NY"
"14 Years","PA"
"32 Years","NY"
"18 Years","PA"
"43 Years","OH"
"51 Years","PA"
"26 Years","GA"
"46 Years","SC"
"78 Years","KY"
"18 Years","NY"
"16 Years","NY"
"49 Years","WV"
"47 Years","TN"
"35 Years","NY"
"31 Years","NY"
"60 Years","TN"
"18 Years","TN"
"28 Years","OH"
"32 Years","VA"
"72 Years","GA"
"13 Years","PA"
"7 Years","VA"
"43 Years","TN"
"11 Years","NY"
"15 Years","GA"
"15 Years","GA"
"30 Years","WV"
"38 Years","KY"
"17 Years","WV"
"35 Years","WV"
"54 Years","NY"
"64 Years","NY"
"38 Years","NY"
"51 Years","PA"
"51 Years","AL"
"36 Years","PA"
"15 Years","MS"
"17 Years","OH"
"33 Years","KY"
"32 Years","NY"
"88 Years","AL"
"5 Years","VA"
"35 Years","NC"
"30 Years","GA"
"33 Years","MS"
"41 Years","NY"
"21 Years","TN"
"25 Years","NY"
"23 Years","NY"
"34 Years","OH"
"52 Years","TN"
"31 Years","TN"
"5 Years","KY"
"28 Years","OH"
"19 Years","GA"
"61 Years","NY"
"49 Years","NY"
"30 Years","VA"
"30 Years","NY"
"59 Years","NY"
"26 Years","SC"
"26 Years","TN"
"15 Years","NY"
"39 Years","OH"
"32 Years","AL"
"35 Years","NY"
"8 Years","SC"
"1 Year","NY"
"64 Years","NC"
"17 Years","PA"
"20 Years","NC"
"31 Years","TN"
"19 Years","OH"
"27 Years","NC"
"30 Years","PA"
"17 Years","SC"
"15 Years","GA"
"14 Years","GA"
"53 Years","NY"
"22 Years","KY"
"17 Years","NC"
"28 Years","OH"
"43 Years","OH"
"23 Years","PA"
"36 Years","GA"
"2 Years","NY"
"38 Years","PA"
"80 Years","NY"
"25 Years","SC"
"30 Years","TN"
"31 Years","OH"
"85 Years","OH"
"28 Years","MS"
"42 Years","NC"
"42 Years","NC"
"< 1 Year","NY"
"15 Years","TN"
"34 Years","PA"
"52 Years","NY"
"31 Years","VA"
"32 Years","KY"
"26 Years","GA"
"21 Years","NC"
"36 Years","NY"
"20 Years","GA"
"30 Years","NY"
"56 Years","TN"
"36 Years","NY"
"27 Years","GA"
"40 Years","NY"
"26 Years","TN"
"61 Years","SC"
"48 Years","KY"
"15 Years","PA"
"21 Years","NY"
"32 Years","NC"
"21 Years","NY"
"50 Years","NC"
"46 Years","AL"
"54 Years","PA"
"5 Years","PA"
"11 Years","SC"
"21 Years","SC"
"32 Years","AL"
"63 Years","NY"
"73 Years","NY"
"19 Years","MS"
"31 Years","NY"
"7 Years","MS"
"73 Years","MS"
"88 Years","KY"
"41 Years","MD"
"27 Years","NY"
"31 Years","PA"
"15 Years","AL"
"48 Years","NY"
"8 Years","NC"
"65 Years","NY"
"25 Years","TN"
"74 Years","SC"
"28 Years","AL"
"77 Years","NC"
"33 Years","KY"
"45 Years","PA"
"27 Years","NY"
"25 Years","VA"
"47 Years","WV"
"18 Years","MS"
"38 Years","NY"
"25 Years","VA"
"18 Years","VA"
"20 Years","VA"
"4 Years","OH"
"29 Years","SC"
"52 Years","NY"
"50 Years","NY"
"18 Years","OH"
"69 Years","KY"
"26 Years","GA"
"47 Years","NC"
"19 Years","MD"
"39 Years","OH"
"26 Years","GA"
"31 Years","NY"
"47 Years","AL"
"20 Years","AL"
"17 Years","PA"
"27 Years","TN"
"43 Years","NC"
"12 Years","MD"
"39 Years","MD"
"34 Years","TN"
"34 Years","NY"
"26 Years","SC"
"56 Years","VA"
"21 Years","WV"
"35 Years","NY"
"6 Years","NY"
"5 Years","NY"
"9 Years","NY"
"32 Years","OH"
"35 Years","VA"
"33 Years","VA"
"27 Years","VA"
"29 Years","TN"
"50 Years","PA"
"23 Years","MS"
"31 Years","NC"
"23 Years","NY"
"59 Years","MS"
"41 Years","TN"
"20 Years","NY"
"80 Years","VA"
"18 Years","GA"
"1 Year","GA"
"24 Years","NY"
"40 Years","NY"
"24 Years","SC"
"33 Years","GA"
"15 Years","OH"
"43 Years","NY"
"27 Years","VA"
"24 Years","WV"
"73 Years","VA"
"29 Years","NC"
"42 Years","VA"
"53 Years","GA"
"37 Years","NY"
"23 Years","NC"
"23 Years","OH"
"15 Years","PA"
"73 Years","NY"
"4 Years","TN"
"17 Years","TN"
"2 Years","SC"
"32 Years","SC"
"28 Years","PA"
"45 Years","PA"
"19 Years","GA"
"25 Years","MD"
"29 Years","SC"
"29 Years","SC"
"3 Years","SC"
"30 Years","KY"
"30 Years","MD"
"15 Years","VA"
"31 Years","MD"
"18 Years","GA"
"27 Years","MS"
"23 Years","GA"
"28 Years","PA"
"17 Years","NY"
"23 Years","PA"
"21 - 22 Years","GA"
"38 Years","NC"
"33 Years","VA"
"40 Years","NY"
"38 Years","TN"
"37 Years","NY"
"32 Years","NY"
"25 Years","TN"
"48 Years","WV"
"56 Years","NY"
"60 Years","NY"
"16 Years","SC"
"40 Years","TN"
"15 Years","PA"
"17 Years","MS"
"74 Years","NY"
"26 Years","TN"
"40 Years","NY"
"30 Years","GA"
"23 Years","AL"
"43 Years","PA"
"26 Years","NY"
"84 Years","NY"
"2 Years","PA"
"34 Years","KY"
"1 Year","PA"
"22 Years","MD"
"23 Years","MD"
"5 Years","NY"
"76 Years","NY"
"20 Years","TN"
"11 Years","PA"
"17 Years","NY"
"35 Years","NY"
"26 Years","GA"
"71 Years","MS"
"22 Years","WV"
"34 Years","SC"
"27 Years","TN"
"24 Years","NC"
"18 Years","KY"
"17 Years","NC"
"16 Years","KY"
"76 Years","NY"
"23 Years","PA"
"35 Years","NY"
"55 Years","NY"
"4 Years","SC"
"19 Years","OH"
"13 Years","GA"
"48 Years","NY"
"23 Years","VA"
"33 Years","PA"
"29 Years","NY"
"35 Years","VA"
"13 Years","NY"
"77 Years","AL"
"26 Years","GA"
"18 Years","KY"
"61 Years","NY"
"34 Years","NY"
"26 Years","NY"
"48 Years","TN"
"34 Years","MS"
"26 Years","KY"
"31 Years","SC"
"1 Year","NY"
"27 Years","NY"
"16 Years","PA"
"41 Years","NY"
"4 Years","SC"
"21 Years","MD"
"3 Years","PA"
"27 Years","NY"
"64 Years","PA"
"58 Years","WV"
"19 Years","WV"
"19 Years","OH"
"< 1 Year","NY"
"48 Years","NC"
"25 Years","NY"
"55 Years","PA"
"18 Years","AL"
"75 Years","NY"
"65 Years","NY"
"32 Years","NY"
"8 Years","NY"
"61 Years","GA"
"35 Years","TN"
"36 Years","NY"
"36 Years","AL"
"47 Years","OH"
"79 Years","TN"
"53 Years","KY"
"29 Years","NY"
"10 Years","PA"
"35 Years","PA"
"23 - 24 Years","MS"
"4 Years","NY"
"29 Years","GA"
"40 Years","KY"
"17 Years","NC"
"49 Years","PA"
"45 Years","VA"
"48 Years","PA"
"24 Years","TN"
"3 Years","GA"
"21 Years","VA"
"43 Years","GA"
"20 Years","MD"
"42 Years","PA"
"27 Years","NY"
"64 Years","NY"
"37 Years","NY"
"15 Years","KY"
"82 Years","MD"
"16 Years","PA"
"40 Years","OH"
"44 Years","NC"
"37 Years","GA"
"37 Years","TN"
"21 Years","VA"
"28 Years","OH"
"55 Years","AL"
"57 Years","MD"
"19 Years","NY"
"22 Years","NY"
"34 Years","MD"
"55 Years","NC"
"23 Years","NY"
"24 Years","MD"
"8 Years","PA"
"82 Years","NC"
"26 Years","MD"
"21 Years","NY"
"38 Years","OH"
"20 Years","VA"
"23 Years","KY"
"36 Years","NY"
"31 Years","NY"
"50 Years","NY"
"22 Years","NY"
"63 Years","NY"
"44 Years","VA"
"36 Years","PA"
"26 Years","NC"
"49 Years","GA"
"42 Years","WV"
"24 Years","PA"
"72 Years","SC"
"14 Years","KY"
"13 Years","KY"
"41 Years","NY"
"56 Years","NY"
"45 Years","AL"
"72 Years","NY"
"33 Years","NY"
"36 Years","NY"
"65 Years","MD"
"30 Years","SC"
"25 Years","NY"
"22 Years","KY"
"34 Years","NY"
"15 Years","NY"
"22 Years","NY"
"7 Years","PA"
"12 Years","AL"
"25 Years","PA"
"16 Years","AL"
"35 Years","MS"
"31 Years","NY"
"64 Years","TN"
"2 Years","NY"
"26 Years","GA"
"39 Years","MD"
"33 Years","NY"
"46 Years","KY"
"38 Years","WV"
"24 Years","NC"
"20 Years","MD"
"13 Years","MD"
"43 Years","KY"
"21 Years","GA"
"21 Years","PA"
"39 Years","MD"
"31 Years","NY"
"26 Years","NY"
"56 Years","PA"
"31 Years","NY"
"42 Years","NY"
"31 Years","NC"
"20 Years","SC"
"44 Years","TN"
"16 Years","OH"
"24 Years","NY"
"24 Years","PA"
"22 Years","NY"
"36 Years","NY"
"29 Years","NC"
"54 Years","PA"
"19 Years","NC"
"21 Years","NY"
"20 Years","VA"
"29 Years","TN"
"51 Years","OH"
"69 Years","NY"
"43 Years","NY"
"11 Years","NY"
"19 Years","PA"
"25 Years","GA"
"31 Years","AL"
"22 Years","AL"
"60 Years","NY"
"17 Years","PA"
"26 Years","TN"
"72 Years","NY"
"10 Years","NY"
"17 Years","SC"
"33 Years","NY"
"22 Years","AL"
"38 Years","NC"
"< 1 Year","NY"
"19 Years","OH"
"36 Years","NC"
"21 Years","NC"
"37 Years","NY"
"22 Years","NY"
"20 Years","MD"
"12 Years","KY"
"21 Years","NY"
"63 Years","PA"
"26 Years","PA"
"31 Years","SC"
"34 Years","TN"
"24 Years","PA"
"23 Years","KY"
"3 Years","KY"
"22 Years","PA"
"25 Years","NY"
"33 Years","SC"
"20 Years","PA"
"52 Years","NC"
"18 Years","NC"
"31 Years","NY"
"14 Years","PA"
"12 Years","TN"
"12 Years","NY"
"17 Years","NY"
"16 Years","PA"
"37 Years","NY"
"44 Years","WV"
"56 Years","OH"
"56 Years","KY"
"26 Years","TN"
"26 Years","NY"
"27 Years","TN"
"24 Years","TN"
"22 Years","NY"
"44 Years","OH"
"20 Years","MS"
"50 Years","PA"
"29 Years","PA"
"56 Years","KY"
"19 Years","NY"
"61 Years","GA"
"20 Years","PA"
"30 Years","NY"
"20 Years","NC"
"32 Years","WV"
"31 Years","VA"
"23 Years","MD"
"42 Years","NC"
"29 Years","NY"
"35 Years","WV"
"20 Years","KY"
"19 Years","PA"
"27 Years","AL"
"52 Years","AL"
"18 Years","NY"
"12 Years","VA"
"22 Years","VA"
"64 Years","NC"
"20 Years","KY"
"29 Years","OH"
"20 Years","VA"
"26 Years","TN"
"39 Years","TN"
"25 Years","PA"
"22 Years","AL"
"29 Years","TN"
"30 Years","AL"
"34 Years","VA"
"34 Years","OH"
"40 Years","OH"
"2 Years","NY"
"20 Years","AL"
"60 Years","NY"
"22 Years","NY"
"21 Years","VA"
"25 Years","SC"
"25 Years","KY"
"8 Years","MD"
"19 Years","OH"
"23 Years","NC"
"49 Years","OH"
"3 Years","PA"
"35 Years","NY"
"32 Years","SC"
"31 Years","NY"
"44 Years","PA"
"21 Years","OH"
"50 Years","NY"
"57 Years","OH"
"6 Years","KY"
"21 Years","VA"
"29 Years","NY"
"27 Years","NC"
"11 Years","PA"
"10 Years","PA"
"40 Years","OH"
"26 Years","PA"
"15 Years","TN"
"50 Years","TN"
"79 Years","NY"
"31 Years","KY"
"30 Years","NC"
"4 Years","NY"
"14 Years","PA"
"20 Years","PA"
"33 Years","OH"
"17 Years","NY"
"27 Years","NY"
"30 Years","GA"
"25 Years","GA"
"72 Years","NY"
"58 Years","TN"
"16 Years","PA"
"30 Years","PA"
"24 Years","AL"
"29 Years","NY"
"35 Years","GA"
"31 Years","PA"
"33 Years","AL"
"20 Years","OH"
"28 Years","PA"
"7 Years","NY"
"17 Years","MD"
"16 Years","NY"
"20 Years","NY"
"26 Years","OH"
"19 Years","OH"
"35 Years","KY"
"12 Years","PA"
"49 Years","NY"
"19 Years","NY"
"17 Years","NY"
"14 Years","OH"
"19 Years","GA"
"21 Years","NY"
"44 Years","NY"
"26 Years","OH"
"26 Years","MD"
"41 Years","OH"
"13 Years","NC"
"15 Years","PA"
"38 Years","PA"
"22 Years","NY"
"45 Years","NY"
"29 Years","PA"
"18 Years","AL"
"19 Years","NY"
"17 Years","GA"
"< 1 Year","VA"
"37 Years","NC"
"38 Years","AL"
"24 Years","NY"
"19 Years","NY"
"29 Years","MD"
"21 Years","NC"
"43 Years","NC"
"21 Years","NC"
"21 Years","NC"
"44 Years","MD"
"26 Years","NY"
"29 Years","PA"
"41 Years","KY"
"10 Years","GA"
"17 Years","VA"
"24 Years","MD"
"17 Years","KY"
"14 Years","AL"
"60 Years","NY"
"56 Years","NY"
"18 Years","NY"
"26 Years","TN"
"45 Years","GA"
"18 Years","VA"
"21 Years","TN"
"29 Years","OH"
"8 Years","OH"
"50 Years","PA"
"24 Years","NC"
"24 Years","GA"
"60 Years","MS"
"77 Years","GA"
"73 Years","GA"
"20 Years","OH"
"23 Years","MS"
"44 Years","NY"
"33 Years","VA"
"23 Years","NC"
"37 Years","PA"
"36 Years","NY"
"30 Years","KY"
"50 Years","PA"
"64 Years","TN"
"24 Years","NY"
"20 Years","GA"
"28 Years","NY"
"24 Years","NY"
"47 Years","NY"
"23 Years","OH"
"36 Years","WV"
"26 Years","NY"
"32 Years","NY"
"28 Years","NY"
"32 Years","NY"
"27 Years","NY"
"14 Years","MD"
"21 Years","OH"
"58 Years","NY"
"24 Years","WV"
"17 Years","SC"
"32 Years","NY"
"16 Years","PA"
"37 Years","NY"
"10 Years","PA"
"11 Years","PA"
"16 Years","OH"
"17 Years","VA"
"6 Years","NY"
"8 Years","VA"
"34 Years","NY"
"24 Years","MD"
"24 Years","NY"
"26 Years","MD"
"29 Years","PA"
"15 Years","NY"
"19 Years","NY"
"21 Years","NY"
"37 Years","KY"
"29 Years","WV"
"19 Years","MS"
"33 Years","NC"
"30 Years","PA"
"22 Years","PA"
"28 Years","OH"
"20 Years","NY"
"19 Years","NY"
"< 1 Year","GA"
"15 Years","TN"
"22 Years","NY"
"22 Years","NY"
"46 Years","NY"
"23 Years","NC"
"7 Years","MD"
"28 Years","NY"
"36 Years","NC"
"28 Years","SC"
"18 Years","VA"
"37 Years","NY"
"45 Years","NY"
"22 Years","NC"
"31 Years","KY"
"28 Years","NC"
"14 Years","PA"
"24 Years","WV"
"19 Years","TN"
"22 Years","OH"
"42 Years","NY"
"76 Years","NY"
"21 Years","MD"
"23 Years","PA"
"30 Years","PA"
"19 Years","VA"
"26 Years","OH"
"21 Years","OH"
"46 Years","TN"
"17 Years","MS"
"24 Years","MD"
"70 Years","VA"
"54 Years","OH"
"23 Years","OH"
"36 Years","GA"
"< 1 Year","GA"
"18 Years","NY"
"15 Years","PA"
"35 Years","GA"
"28 Years","OH"
"36 Years","NC"
"27 Years","AL"
"39 Years","PA"
"69 Years","SC"
"30 Years","NY"
"41 Years","PA"
"17 Years","OH"
"32 Years","NY"
"18 Years","MD"
"18 Years","NY"
"17 Years","PA"
"26 Years","OH"
"15 Years","SC"
"54 Years","GA"
"36 Years","NY"
"32 Years","KY"
"19 Years","NY"
"30 Years","NY"
"48 Years","KY"
"49 Years","KY"
"24 Years","KY"
"53 Years","NC"
"16 Years","NY"
"14 Years","VA"
"14 Years","VA"
"29 Years","NY"
"3 Years","NY"
"6 Years","NY"
"22 Years","VA"
"22 Years","PA"
"24 Years","NY"
"36 Years","NY"
"29 Years","PA"
"33 Years","KY"
"19 Years","NY"
"28 Years","MD"
"18 Years","VA"
"73 Years","KY"
"28 Years","NY"
"16 Years","NC"
"14 Years","NY"
"25 Years","MD"
"53 Years","NY"
"21 Years","PA"
"22 Years","NY"
"22 Years","PA"
"63 Years","NY"
"14 Years","MD"
"40 Years","OH"
"27 Years","NY"
"27 Years","NY"
"22 Years","NY"
"82 Years","NY"
"39 Years","TN"
"19 Years","NY"
"14 Years","OH"
"18 Years","OH"
"51 Years","NY"
"18 Years","VA"
"32 Years","NY"
"17 Years","NY"
"21 Years","NY"
"22 Years","PA"
"18 Years","GA"
"13 Years","PA"
"23 - 25 Years","GA"
"22 Years","NY"
"62 Years","KY"
"22 Years","TN"
"51 Years","GA"
"46 Years","WV"
"21 Years","NC"
"29 Years","MD"
"14 Years","PA"
"21 Years","KY"
"25 Years","NY"
"65 Years","NY"
"15 Years","PA"
"71 Years","NC"
"15 Years","PA"
"54 Years","PA"
"16 Years","NY"
"2 Years","PA"
"18 Years","NC"
"10 Years","MD"
"12 Years","MD"
"73 Years","PA"
"46 Years","AL"
"24 Years","NY"
"22 Years","VA"
"63 Years","OH"
"21 Years","OH"
"17 Years","NC"
"22 Years","KY"
"16 Years","NY"
"29 Years","PA"
"25 Years","OH"
"15 Years","SC"
"69 Years","AL"
"32 Years","NY"
"29 Years","KY"
"24 Years","OH"
"27 Years","WV"
"20 Years","NY"
"23 Years","GA"
"13 Years","VA"
"23 Years","GA"
"33 Years","NY"
"37 Years","OH"
"56 Years","NY"
"30 Years","OH"
"17 Years","PA"
"41 Years","AL"
"24 Years","NY"
"18 Years","PA"
"13 Years","OH"
"17 Years","NY"
"3 Years","AL"
"20 Years","NY"
"53 Years","VA"
"80 Years","VA"
"15 Years","NY"
"16 Years","NY"
"29 Years","NY"
"22 Years","WV"
"26 Years","OH"
"18 Years","VA"
"29 Years","OH"
"14 Years","VA"
"12 Years","NY"
"21 Years","PA"
"42 Years","OH"
"54 Years","PA"
"47 Years","PA"
"24 Years","SC"
"15 Years","NY"
"5 Years","NY"
"34 Years","NY"
"16 Years","GA"
"16 Years","VA"
"9 Years","SC"
"51 Years","GA"
"37 Years","KY"
"3 Years","MD"
"20 Years","NY"
"41 Years","PA"
"21 Years","PA"
"55 Years","NY"
"9 Years","GA"
"22 Years","TN"
"13 Years","NY"
"11 Years","SC"
"14 Years","NY"
"8 Years","NY"
"24 Years","NY"
"64 Years","PA"
"38 Years","MD"
"27 Years","KY"
"36 Years","KY"
"16 Years","NY"
"14 Years","NC"
"22 Years","PA"
"42 Years","NY"
"34 Years","OH"
"48 Years","OH"
"45 Years","NC"
"23 Years","GA"
"2 Years","MD"
"21 - 22 Years","MD"
"72 Years","NY"
"52 Years","PA"
"21 Years","OH"
"15 Years","NY"
"6 Years","TN"
"60 Years","NY"
"18 Years","NY"
"4 Years","MD"
"13 Years","NC"
"22 Years","NY"
"35 Years","PA"
"9 Years","MD"
"24 Years","MS"
"62 Years","PA"
"69 Years","NY"
"18 Years","OH"
"58 Years","NY"
"37 Years","NY"
"27 Years","GA"
"56 Years","VA"
"40 Years","NY"
"35 Years","VA"
"34 Years","MD"
"38 Years","KY"
"14 Years","PA"
"47 Years","NY"
"45 Years","TN"
"22 Years","OH"
"25 Years","GA"
"35 Years","WV"
"68 Years","TN"
"37 Years","TN"
"17 Years","OH"
"6 Years","PA"
"9 Years","OH"
"9 Years","OH"
"11 Years","NC"
"7 Years","NC"
"16 Years","TN"
"43 Years","KY"
"23 Years","KY"
"18 Years","OH"
"52 Years","NC"
"20 Years","NY"
"5 Years","NC"
"2 Years","NC"
"7 Years","NC"
"39 Years","PA"
"10 Years","PA"
"41 Years","NY"
"47 Years","PA"
"46 Years","KY"
"59 Years","NY"
"34 Years","TN"
"22 Years","MS"
"30 Years","PA"
"29 Years","MD"
"4 Years","AL"
"49 - 50 Years","PA"
"15 Years","PA"
"< 1 Year","WV"
"37 Years","OH"
"16 Years","VA"
"2 Years","NY"
"1 Year","NY"
"27 Years","NC"
"15 Years","OH"
"27 Years","NY"
"19 Years","OH"
"27 Years","NY"
"10 Years","OH"
"31 Years","NY"
"20 Years","OH"
"40 Years","PA"
"16 Years","KY"
"27 Years","WV"
"16 Years","PA"
"11 Years","MD"
"23 Years","NY"
"4 Years","NC"
"36 Years","NC"
"4 Years","PA"
"21 Years","OH"
"4 Years","OH"
